dom1     dom2     Meff                DCA_score
PF03788	PF04172	416.49175068439706	.3883714241918748
PF03480	PF04290	928.9038181640632	.1465228128061192
PF00221	PF01175	204.84535888420126	.10790615377665957
PF01420	PF04313	597.1052492922764	.11486970367021576
PF02669	PF03814	320.6236915456105	.3667157842539563
PF07394	PF08811	205.98093993210102	.09803979314524347
PF02233	PF12769	238.9922809214542	.25057818320697656
PF09359	PF16316	217.04893590028985	.14922833759537643
PF02665	PF14711	143.84120493151516	.18479669738813542
PF03401	PF07331	537.0523982773612	.13389918786933505
PF01970	PF03401	511.1907970475348	.15146496888416555
PF04168	PF08379	267.8654651633968	.1398619686820136
PF04865	PF04984	183.61079154422092	.07758097131013772
PF03841	PF09107	293.51176133467806	.17739404354019975
PF02669	PF02702	386.368932319689	.1998992568430452
PF02702	PF03814	285.44674159865707	.16585224395695017
PF05107	PF09709	164.81868911102663	.08789229682941141
PF00936	PF03319	160.71342602809852	.3149419735100851
PF13555	PF13835	79.76000974350237	.14212636713658902
PF08379	PF14403	349.7661592607243	.13828341426667892
PF05138	PF06243	154.55877690297453	.18758049413254235
PF03334	PF04039	305.4835957269052	.18984658223048356
PF03432	PF05713	177.73649168523613	.11654323500091984
PF08808	PF09722	205.98493842269352	.1608826199733996
PF05973	PF13744	129.01684738696414	.1584985845869194
PF04860	PF05065	313.35398417370016	.0817633415936734
PF00145	PF03852	187.99747483473388	.11580452162257865
PF05136	PF05876	143.26379239884244	.13198436792193363
PF06832	PF11974	180.21144993722424	.18051090271532383
PF04039	PF04066	274.6718053434144	.2349521509391681
PF06149	PF06166	95.77069951891933	.203249493260121
PF02283	PF02654	688.930852441618	.14625140663455172
PF03180	PF09383	474.2077038191965	.16964189274052172
PF05717	PF13007	266.7199046998012	.16060832907987757
PF01384	PF01865	283.72421089573123	.11216060867921757
PF03334	PF04066	287.14324401369777	.33787903303428135
PF04397	PF06580	1398.6525338851284	.17819843524610762
PF01924	PF07503	315.0841649010283	.14625626237073378
PF01930	PF09827	183.85720633057124	.15368614273457615
PF05621	PF06527	136.32326203208555	.10518232240020502
PF11188	PF13443	364.73049608192497	.23676748088050625
PF00547	PF01730	320.14807969844077	.27422842218444526
PF00449	PF01774	350.0441084588262	.17155273087704265
PF09107	PF12390	179.56266099623946	.2863746920000253
PF01867	PF09704	60.35387851038858	.10512460237963966
PF05861	PF06007	92.85849167610036	.179081045255439
PF03977	PF04277	238.9002127922436	.23405314585614387
PF02744	PF10509	153.37415750100925	.18258852416664423
PF08798	PF09344	158.67132459044223	.10186134157833794
PF01174	PF01680	315.4922903011675	.2794722163019269
PF01930	PF05107	152.54170274996517	.11314587031494275
PF00449	PF01730	321.2329179336692	.2229573944376364
PF00699	PF01730	339.901896339255	.19595568109774375
PF05845	PF05861	132.1928970996847	.14835754950828506
PF05845	PF06007	135.22993852552676	.23218923680073011
PF09344	PF09481	126.5895318733554	.07451286021902725
PF02277	PF02654	572.2281019611798	.14431088721909335
PF05717	PF13005	225.48263113533864	.1737822750111656
PF03965	PF05569	531.3105579359437	.14738435619041923
PF10593	PF14390	86.93849206349206	.08263494254889306
PF06841	PF14065	98.09282923722832	.11868043047275445
PF13689	PF17152	171.82769175269175	.15680735237498414
PF01874	PF06857	204.90369143670236	.14840607067486034
PF05048	PF05573	132.59465224318166	.11194362125761495
PF12320	PF13558	345.56927702377817	.19111739550386778
PF09344	PF09485	147.0777888777889	.12466977884570993
PF01087	PF10509	133.2290080440771	.15118839735620804
PF01155	PF01455	374.17030679251417	.19788011765362934
PF04465	PF06634	50.51339168078297	.09611390810351117
PF08798	PF09481	124.2575295619413	.07588503386422515
PF01799	PF02625	681.6356250940397	.18981052607749113
PF06792	PF09370	97.24326506826506	.13877423327690963
PF01155	PF01924	347.576478660018	.14907968471561078
PF01799	PF13478	628.7937172866414	.1972259276613723
PF00374	PF07503	121.34287901438944	.1490477427403688
PF09489	PF09490	104.54641261732667	.1871520926725178
PF08798	PF09485	125.12941036861314	.10180259408794795
PF06832	PF07703	206.19389272507883	.16556382739544648
PF01890	PF02570	383.77749264033946	.1758103717584713
PF03354	PF05065	193.318024521644	.07130500458551972
PF03354	PF04860	203.28908669446525	.07333347200430008
PF03775	PF03776	268.4802207185727	.22695888782322754
PF03379	PF16327	262.99551123761705	.14187519984586744
PF03100	PF03379	266.3585268610239	.17300929555997652
PF01750	PF01924	309.5858782177332	.14701254634070202
PF12399	PF13458	848.7518376879466	.13310395605734504
PF01774	PF05194	227.70183059876476	.16888570023468552
PF01155	PF07503	411.1870602252883	.19954470973718208
PF09704	PF09709	168.78761413595007	.08165518744759254
PF04285	PF06798	61.80914963164467	.10331176746330134
PF13629	PF16976	211.33742538885414	.20308055682992326
PF11997	PF16933	68.83309451985922	.07702858008608726
PF01155	PF01750	277.24879590362383	.14368943033214798
PF04285	PF08298	55.63466810988671	.12320011029022918
